,Word,Filipino translation,Valence,Arousal,Dominance
4458,famed,"tanyag, sikat",5.33,3.9,4.71
4459,familiar,pamilyar,6.19,2.5,7.21
4460,familiarity,pamilyaridad,6.8,2.67,6.62
4461,family,pamilya,7.25,4.35,5.98
4462,famine,taggutom,2.95,6.1,3.09
4463,famished,gutom na gutom,4.47,6.43,4.3
4464,famous,sikat,5.89,4.2,5.4
4465,fan,tagahanga,6.81,3.7,6.05
4466,fanatic,panatiko,4.67,6.17,4.31
4467,fanatical,panatikal,3.86,5.87,3.83
4468,fanciful,imahinatibo,7.05,4.81,6.76
4469,fancy,"guniguni, magara",7.43,5.42,7.16
4470,fanfare,maingay at marangayng palabas,5.3,4.91,6
4471,fang,pangil,4.62,4.12,5.55
4472,fantasize,pinapantasya,7,5,6.65
4473,fantastic,pantastiko,8.36,6.4,7.21
4474,fantasy,pantasya,7.15,6.18,6.35
4475,faraway,malayo,4.7,3.44,5.08
4476,farce,komedya,4.33,3.96,3.68
4477,fare,pamasahe,4.86,2.3,4
4478,farewell,paalam,3.43,4.2,4.67
4479,farm,bukid,6.22,3.05,6.08
4480,farmer,magbubukid,6.14,3.67,6.1
4481,farmhouse,kubo sa bukid,5.81,3.5,4.77
4482,farming,pagsasaka,5.47,3.25,5.83
4483,farmland,sakahan,6.58,3.14,5.67
4484,fart,utot,4.05,4.74,3.69
4485,fascinate,"mahalina, maakit",7,6.1,6.32
4486,fascinating,"kahali-halina, kaakit-akit",7.37,5.14,6.17
4487,fascination,pagkahalina,7.25,5.08,6
4488,fascism,pasismo,2.5,5.1,3.05
4489,fascist,pasista,3.1,4.74,3.88
4490,fashion,"nasa uso, moda",5.26,5.25,5.6
4491,fashionable,pustoriyosa/o,7.33,4.05,5.68
4492,fastball,,5.7,6.1,5.42
4493,fasten,magkabit,5.63,4,7.14
4494,fat,mataba,2.74,3.89,4
4495,fatal,nakamamatay,2,6.79,3.54
4496,fatality,pagkamatay,2.85,6.05,3.69
4497,fate,"kapalaran, tadhana",5.38,5.2,5.53
4498,fated,"nakatadhana, nakatalaga",4.43,3.85,2.55
4499,fateful,"mahalaga, nakamamatay",5,4.5,4.8
4500,fathead,estupido,3.47,5,4.32
4501,father,ama,6.88,3.68,5.19
4502,fatherhood,pagkaama,6.77,4.57,5.61
4503,fatherland,sariling bayan,5.1,3.57,5.56
4504,fatherly,makaama,6.53,3.54,6.61
4505,fathom,tarukin,5.21,4.71,4.3
4506,fatigue,pagod,3.64,3.26,4.05
4507,fatigued,napagod,2.89,3.78,4.33
4508,fatso,taba,2.68,5.33,4
4509,fatten,"patabain, magpataba",3.89,3.39,4.65
4510,fatty,mataba,2.38,3.35,3.5
4511,faucet,gripo,5.55,3.53,6.31
4512,fault,kasalanan,3.53,4.02,4.02
4513,faulty,pamali-mali,3.48,4.68,4.42
4514,faun,,5.1,4.18,5.47
4515,fauna,fawna,6.05,3.25,6
4516,faux,"imitasyon, peke",4.25,3.57,4.52
4517,favor,pabor,6.67,4.61,6.24
4518,favorable,"sang-ayon, paborable",6.9,4.59,6.78
4519,favorite,paborito,7.39,4.4,7
4520,favoritism,paboritismo,4.81,5.15,4.83
4521,fawn,munting usa,6.15,3.92,5.73
4522,fax,fax,5.24,3.37,5.67
4523,faze,gambalain,4.82,3.91,5.45
4524,fear,takot,2.93,6.14,3.32
4525,fearful,matatakutin,2.66,5.45,3.12
4526,fearless,walang takot,5.81,4.05,6.93
4527,fearsome,nakakatakot,3.32,5.45,3.58
4528,feasible,maisasagawa,5.84,4.2,6.79
4529,feast,"pista, handaan",7.57,5.26,6.21
4530,feat,"tagumpay, kabayanihan",6,4,6.19
4531,feather,"balahibo, pakpak",6.3,3.29,5.97
4532,feathered,mabalahibo,6.29,3.36,5.84
4533,feature,"lathalain, katangian",5.6,3.91,6.26
4534,fecal,"tumae, dumumi",2.4,4.52,4.2
4535,feces,"tae, dumi",2.23,4.35,4.53
4536,federal,pederal,3.06,4.45,2.76
4537,federation,pederasyon,4.68,3.55,5.35
4538,fee,"bayad, singil",2.86,4.08,4.12
4539,feeble,mahina,3.87,3.68,3.53
4540,feed,pakainin,6.95,4.55,6.79
4541,feedback,"fidbak, puna",5.91,4.17,5.58
4542,feeder,nagpapakain,5.18,4.22,4.95
4543,feel,ramdam,6.27,4.05,5.5
4544,feeling,"nararamdaman, pakiramdam",6.5,3.86,6.5
4545,feign,magkunwari,4.45,3.72,5.05
4546,feisty,agresibo,5.76,6.3,6.11
4547,feline,pusa,6.86,3.58,5.86
4548,feller,kasamahan,4.82,3.14,4.5
4549,fellow,kasamahan,6.28,3.05,6
4550,fellowship,pagsasamahan,6.43,2.91,5.94
4551,felon,kriminal,2.2,4.95,3.36
4552,felony,krimen,2.42,4.95,4.31
4553,female,babae,7.52,5.9,6.42
4554,feminine,pambabae,7.33,4.32,5.09
4555,femininity,pagkababae,6.25,4.48,5.86
4556,feminist,peminista,4.26,3.89,5.12
4557,femme,babae,6.17,4.4,4.84
4558,femoral,tungkol sa buto sa hita,4.5,4.28,4.52
4559,femur,buto sa hita,4.55,3.06,5.25
4560,fence,bakod,5.05,2.7,5.2
4561,fencing,eskrima,5.17,3.86,5.9
4562,fend,magsustento sa sarili,4.82,4.74,5.86
4563,fender,pang-depensa,5.11,3.25,5.06
4564,fennel,mansanilya,5.35,3.59,6.29
4565,fern,"pako, eletso",6.52,3.15,4.67
4566,ferocious,galit na galit,3.21,6.67,3.96
4567,ferret,,4.89,4.11,4.25
4568,ferry,badeo,6.3,2.71,5.43
4569,ferryboat,bangkang pantawid,5.86,4.1,5.28
4570,fertile,mayabong,7,5.41,4.92
4571,fertility,pagkamayabong,5.85,4.72,4.55
4572,fertilize,magpataba,5.45,4.27,6.52
4573,fertilizer,pataba,4.45,3.45,5.63
4574,fess,aminin,3.57,3.43,5
4575,fest,pista,6.57,4.78,5.23
4576,festival,pagdiriwang,6.84,5.86,5.6
4577,festive,masaya,7.14,5.67,6.55
4578,fetal,pangsanggol,3.95,4.36,4.17
4579,fetch,"sunduin, kunin",5.32,4.05,5.6
4580,fetish,kinahahalingan,5,4.67,4.8
4581,fetus,sanggol na hindi pa isinisilang,4.74,4.24,4.6
4582,feud,away,4.04,5.1,4.25
4583,fever,lagnat,2.92,5.02,3.12
4584,feverish,nilalagnat,3.09,5.35,3.79
4585,fiancee,mapapangasawa,7.14,5.04,6.05
4586,fiasco,ganap na kabiguan,4.05,5.28,3
4587,fib,maliit na kasinungalingan,3.15,5.6,4.68
4588,fiber,hibla,5.42,3.58,5.36
4589,fiberglass,payberglas,4.37,2.59,4.61
4590,fibrosis,pibrosis,3.26,4.1,4.87
4591,fickle,pabago-bago,4.75,5.25,4.46
4592,fiction,"katha, di-totoo",6.47,4.7,6.45
4593,fictional,di-totoo,5.95,3.61,5.89
4594,fictitious,"hindi tunay, gawa-gawa lamang",5.85,4.38,4.64
4595,fiddle,biyolin,5.05,4.05,4.85
4596,fiddler,biyolinista,5.62,3.87,5.94
4597,fidelity,katapatan,6.7,3.83,6.68
4598,field,larangan,5.73,3.84,5.74
4599,field hockey,,4.86,3.5,5.41
4600,fielder,,4.72,4.19,5.22
4601,fiend,"demonyo, napakalupit na tao",3.77,5.18,3.9
4602,fiendish,"napakasama, napakalupit",3.95,4.72,3.89
4603,fierce,"mabangis, mabagsik, matindi",4,5.7,5.7
4604,fiery,"maapoy, magagalitin",5.7,5.64,5.89
4605,fiesta,pista,6.72,6.22,5.29
4606,fifteen,labinglima,4.94,3.65,4.76
4607,fifty,limampu,4.74,3.45,5.9
4608,fig,"maliit, katiting",5.23,4.22,6.05
4609,fight,"labanan, awayan, gulo",3.54,6.33,4.68
4610,fighter,"mandirigma, lumalaban, boksingero",5.1,5.3,6.42
4611,figment,guni-guni,5,4.35,5
4612,figure,"pigura, talinghaga, numero, tao",5.09,3.67,5.39
4613,file,"hilera, salansan",5.44,3.4,4.61
4614,filet,hiwang piraso ,6.14,3.18,5.14
4615,fill,"punuin, tabunan",5.56,3.35,6.78
4616,filler,"pamasak, pampuno, panlaman",4.9,3.89,5.85
4617,fillet,hiwang piraso,6.7,4.62,5.35
4618,filly,"dalagita, babaeng bisiro",5.05,2.92,4.47
4619,film,pelikula,6.33,4.1,6.17
4620,filmmaker,gumagawa ng pelikula,5.48,3.96,5.72
4621,filter,salain,5.5,3.62,5.62
4622,filth,"dumi, basura",2.62,4.09,4.07
4623,filthy,"maruni, mahalay, madungis",3.42,4.65,4.46
4624,filtration,pagsala,5.55,4.17,5.71
4625,fin,palikpik,5.27,4.45,5.45
4626,final,"wakas, huli",4.56,4.4,3.94
4627,finale,katapusan,5.26,4.27,5.65
4628,finalist,faynalist,6.24,3.3,5.78
4629,finality,kawakasan,4.43,4.18,4.52
4630,finalize,tapusin,5.6,4.85,5.78
4631,finance,"pananalapi, mamuhunan",4.81,5.6,4.57
4632,financial,"ukol sa pananalapi, pinansiyal",5,4.55,4.82
4633,finch,,4.74,3.52,5
4634,find,"tuklasin, tingnan",6.45,3.52,6.24
4635,finder,"tagahanap, nakahanap",5.77,4.35,5.79
4636,fine,"mabuti, mabuti",6.5,3.86,5.78
4637,finesse,kapinihan,6,3.86,6.58
4638,finger,daliri,5.8,4.15,5.32
4639,fingernail,kuko sa daliri ng kamay,5.57,3.5,4.73
4640,fingerprint,bakas ng daliri,5.25,3.29,4.56
4641,finish,"tapusin, wakas, yariin",6.41,3.81,6.44
4642,finite,hangganan,5.68,4.43,4.79
4643,fir,,5,3,5.5
4644,fire,"apoy, sunog",4.32,6.05,4.57
4645,firearm,baril,4,4.54,5.89
4646,fireball,apoy na pabilog,3.71,6.13,4.19
4647,firecracker,paputok,5.7,6.67,4.64
4648,firefight,barilan,4.32,5.5,5
4649,firefighter,bumbero/a,6.6,4.94,5.14
4650,firefly,alitaptap,7.05,4.85,5.27
4651,firehouse,himpilan ng bumbero,5.16,4.73,4.58
4652,firelight,liwanag ng apoy,6.38,3.58,5.55
4653,fireman,bombero,6.47,4.52,5
4654,fireplace,dapugan ,5.95,5.2,5.56
4655,firepower,lakas ng sandata,5.84,5.91,6.26
4656,fireside,tabi ng dapugan,6,4,5.64
4657,firewall,firewall,4.43,4.91,4.76
4658,firewood,panggatong,6.09,4.58,5.95
4659,fireworks,kuwitis,6.8,6.05,5.61
4660,firm,"matigas, amtibay, kompanya",5.36,4.3,6.58
4661,firmament,"langit, papawirin",5.1,3.65,5
4662,first,"una, simula",7.33,4.9,6.38
4663,firstborn,panganay,6.65,5.65,5.24
4664,fiscal,piskal,4.15,4.05,5.23
4665,fish,isda,6.42,3.33,6.08
4666,fisherman,mangingisda,5.42,4.06,5.47
4667,fishing,pangingisda,7.05,3.6,6.33
4668,fishing boat,bangkang pangisda,6.21,3.14,5.4
4669,fishy,"malansa, di-kapani-paniwala",4.2,3.11,3.59
4670,fissure,"bitak, biyak",4.3,4.18,4.59
4671,fist,kamao,2.95,4.85,4.95
4672,fistfight,labanang mano y mano,4,6.23,4.43
4673,fistful,sandakot,5.4,4.1,4.76
4674,fit,"bumagay, umangkot, humusto",6.28,4.35,6.11
4675,fitness,"kaangkupan, lusog",6.45,5.32,6.96
4676,five,lima,5.4,3.55,5.65
4677,fiver,,5.24,4.87,4.3
4678,fix,ayusin,6.11,3.6,6.72
4679,fixable,maayos,6.84,3.48,6.52
4680,fixation,pagkahumaling,4.11,4.11,3.73
4681,fixer,"tagaayos, tagaareglo",6.39,2.67,6.7
4682,fixture,bagay na nakakabit nang pirmihan,5.05,2.9,5.5
4683,fizz,sagitsit,5.38,4.57,5.94
4684,fjord,,5.53,3.19,4.2
4685,flabby,"malambot, mahina, laylay",3.39,3.39,4.81
4686,flaccid,"mahina, malambot",3.55,3.14,4.84
4687,flag,watawat,6.1,3.74,5.56
4688,flagpole,tagdan ng bandila,5.11,3.19,5.05
4689,flagrant,garapal,4,4.91,4.63
4690,flagship,barko ng komandante,5.45,3.57,5.12
4691,flagstaff,parte ng bandila,5.5,3.9,4.97
4692,flair,likas na talino,5.89,4.32,6.09
4693,flak,paputok laban sa eroplano,4.55,4.64,5.29
4694,flake,"taliptip, kaliskis",4.58,3.48,4.11
4695,flaky,tuklapin,3.58,3.5,3.65
4696,flamboyant,"mabulaklak, matingkad",5,5.52,5.15
4697,flame,"apoy, ningas, liyab",5.9,6.6,4.64
4698,flamethrower,,5.27,6,4.59
4699,flaming,"nag-aapoy, nagliliyab",4.64,5.95,4.67
4700,flamingo,flamingo,6.74,4.59,6.19
4701,flammable,madaling masunog,4.25,5.95,4.54
4702,flan,flan,5.86,3.19,6.23
4703,flank,"umagapay, biyas, gilid",4.95,3.91,5.58
4704,flannel,pranela,5.55,2.32,4.68
4705,flap,"pumapagaspas, pumayagpag",5.74,3.45,4.58
4706,flare,"pasiklaban, maningas",5.4,4.86,5.84
4707,flares,mga paniklab,4.57,5.18,5
4708,flash,"silakbo, iglap",5.53,5.38,4.94
4709,flashback,pagbalik-tanaw,5,4.71,4.18
4710,flashlight,plaslait,6,4.04,6.06
4711,flashy,marangya,4.85,5.77,5.78
4712,flask,prasko,5.5,4.24,5.17
4713,flat,"patag, pantay",4.43,3.04,4
4714,flatbed,patag,4.86,3.38,5.43
4715,flatfoot,pulis,4.33,3.1,4.32
4716,flatten,"patagin, pantayin",5.24,3.52,5.53
4717,flatter,"bola, labis na papuri",6.1,4.61,6
4718,flattered,nabola,6.32,5.14,5.95
4719,flattering,nambobola,7.14,4.92,6.36
4720,flattery,pambobola,5.74,5.1,5.91
4721,flatulence,"kabag, usog",3.79,5.95,4.35
4722,flaunt,ipagparangalan,4.39,4.15,5.17
4723,flavor,lasa,6.45,4.41,6.95
4724,flaw,"kapintasan, depekto",4.1,3.84,4.21
4725,flawed,"pinsala, depektibo",3.74,4.18,5.11
4726,flawless,walang kapintasan,7.05,4.05,6.55
4727,flea,pulgas,3,3,4.42
4728,fleabag,mumurahing otel,3.4,4.35,4.32
4729,flee,"tumakas, lumayo, umiwas",3.84,4.95,5
4730,fleece,"balahibo ng tupa, dayain",5.79,3.71,5.64
4731,fleet,plota,5.4,4.43,6.24
4732,flesh,"laman, karne",5.2,4.11,5.29
4733,fleshy,"mataba, malaman",4.89,5.3,3.95
4734,flex,baluktot,5.32,4.8,6.04
4735,flexibility,kakayahang bumaluktot,6.9,4.5,6.73
4736,flexible,"nababaluktot, naibabagay",6.74,4.45,6.68
4737,flick,kisapmata,5.41,4.31,6.46
4738,flicker,"kumutitap, umandap-andap",5.5,5.15,5.38
4739,flier,abiyador,4.19,4.43,4.85
4740,flight,lipad,6.11,4.2,5.33
4741,flighty,sumpungin,4.9,4.88,4.32
4742,flimsy,"mahina, marupok",4,3.77,4.2
4743,flinch,"maudlot, umurong",4,5.28,4.12
4744,fling,"ipukol, lumundag, magwalang-bahala",5.68,4.95,6.1
4745,flip,"pitik, ipitik",5.6,4.62,5.32
4746,flip flop,tsinelas,4.76,4.04,5.1
4747,flipper,flipper,5.84,3.05,5.15
4748,flipping,,5.33,3.95,5
4749,flirt,"landi, alembong",6.73,5.93,5.8
4750,flirtation,"paglalandi, kaalembungan",5.78,6.29,5.78
4751,flirty,malandi,6.52,5.91,5.56
4752,float,paluntangin,6.42,3.1,5.91
4753,floater,"palutang, lumutang",4.2,3.06,4.33
4754,flock,"kawan, langkay",5.25,3.48,5.38
4755,flood,"apaw, baha",2.76,5.31,3.16
4756,floor,sahig,5.14,3.33,6.39
4757,flooring,"pagsasahig, sahig",5.32,3,6
4758,floozy,malandi,3.95,4.89,4.38
4759,flop,mabigo,3.95,3.41,4.79
4760,floppy,tumbahin,4.61,4.45,4.65
4761,floral,bulaklakin,7.42,2.73,5.15
4762,florist,"magbubulaklak, florist",6.55,3.19,5.82
4763,floss,floss,5,3.48,5.69
4764,flotation,salba,5.6,3.61,4.71
4765,flounder,alanganin,5.32,4,4.32
4766,flour,arina,5.25,3.26,5.86
4767,flourish,"lumaki, umunlad, dumami",7.21,5.22,6.17
4768,flow,daloy,5.68,3.71,5.4
4769,flower,buaklak,7.3,3.67,6.43
4770,flowery,mabulaklak,7.47,3.81,5.57
4771,flu,trangkaso,2.58,4,2.8
4772,flue,tambutso,4.45,2.86,4.32
4773,fluent,matatas,6.53,3.9,5.74
4774,fluff,"himulmol, mali",6.18,3.54,6.12
4775,fluffy,mahimulmol,7.11,3.45,6.11
4776,fluid,likido,5.05,4.04,5.75
4777,fluke,parasitiko,4.3,4.94,3.58
4778,flunk,bagsak,1.95,3.72,4.23
4779,flunky,katulong,2.89,3.15,4.95
4780,fluorescent,fluorescent,5.16,3.85,5.15
4781,flurry,"biglang bugso, biglang pagkakagulo",5.68,4.18,5.25
4782,flush,"mamula, magbomba",4.67,4.35,5.62
4783,flute,plawta,6.29,3.72,5.84
4784,flutter,"pumagaspas, manginig",5.7,4.86,5.37
4785,flux,pakilusin,4.17,4.18,4.79
4786,fly,langaw,6.06,4.9,5.28
4787,flyboy,pilotong sundalo,4.7,4.33,4.97
4788,flyer,pamplet,4.95,3.76,5.4
4789,foam,bula,5.25,2.9,5.1
4790,focal,kalagitnaan,4.85,3.94,6.41
4791,focus,pokus,6.48,4.45,6.84
4792,foe,kaaway,3.15,4.71,3.82
4793,fog,ulop,5.77,3.67,4.05
4794,foggy,maulop,4.65,3.68,4.21
4795,foil,"biguin, palara",4.57,3.7,5.04
4796,fold,tupi,5.19,3,6.67
4797,folder,polder,5.7,2.33,5.42
4798,foliage,mga dahon,5.68,4.25,6.21
4799,folk,"tao, lipi",6.17,2.45,6
4800,folklore,"alamat, kuwentong-bayan",6.32,4.1,4.85
4801,follow,sumunod,4.82,3.76,4.81
4802,follower,tagasunod,4.86,3.4,4.58
4803,folly,kahangalan,4.11,4.56,3.65
4804,fond,"gusto, mahilig",6.79,3.26,6.42
4805,fondle,"kumarinyo, humimas-himas",4.32,5.18,4.88
4806,fondness,"hilig, pagmamahal",7.68,3.55,6.82
4807,fondue,fondue,6,3.71,6.5
4808,font,tipo ng letra,5.09,3.38,6.45
4809,food,pagkain,7.52,4.69,6.08
4810,fool,loko-loko,3.56,4.86,2.94
4811,foolhardy,padalos-dalos,3.86,5.05,4.71
4812,foolish,hangal,3,4.57,3.9
4813,foolishness,kahangalan,4.1,4.6,4.26
4814,foolproof,siguradong-sigurado,5.82,4.36,6
4815,foot,paa,4.68,2.77,5.97
4816,foot stool,bangkito,5.27,3.41,5.37
4817,footage,rolyo ng pelikula,5.33,3.12,5.71
4818,football,putbol,6.52,5.65,5.42
4819,foothold,bangkitong tuntungan,5.2,3.83,5.1
4820,footing,katatagan ng tayo,5.13,2.95,5.57
4821,footlocker,maliit na taguan ng gamit,5.05,4.25,5.27
4822,footloose,malaya,6.05,4.62,5.38
4823,footprint,yapak,6,2.96,6.37
4824,footwear,"sapatos, sapin sa paa",6.43,4,5.18
4825,footwork,galaw ng paa,5.74,3.96,5.58
4826,forbid,ipagbawal,2.82,4.85,4.48
4827,forbidding,mapanganib,3.82,5.05,3.57
4828,force,puwersa,4.17,5.35,4.22
4829,forceful,mapuwersa,3.7,5.36,5.53
4830,forceps,"panipit, pansipit",3.8,4.57,5.86
4831,forces,mga pwersa,5.58,4.33,5.48
4832,ford,mababaw na bahagi ng ilog,5.79,2.85,6
4833,fore,unahan,5.05,4.32,5.52
4834,forearm,braso,5.58,3.75,6.35
4835,foreboding,"kaba, kutob, babala",3.53,5.3,3.48
4836,forecast,"hula, taya, palagay",4.89,3.7,4.73
4837,foreclose,rematahin,2,6,2.92
4838,foreclosure,pagremata,1.75,5.9,3.08
4839,forefront,unahan,4.95,4.69,6.08
4840,forego,"umuna, mauna",4.89,4.33,5.32
4841,foregone,"nauna, di-maiwasan",5.06,3.32,4.16
4842,foreground,"harapan, delantera",5.47,2.68,5.11
4843,forehead,noo,5.04,3.14,6.5
4844,foreign,banyaga,4.86,5.43,4.79
4845,foreigner,dayuhan,4.68,3.24,4.33
4846,foreman,kapatas,4.89,3.55,5.08
4847,foremost,"nangunguna, pangunahin",5.27,3.81,6.04
4848,forensic,forensic,4.42,5.06,4.75
4849,forensics,forensics,5.86,4.36,5.14
4850,foreplay,romansa bago magseks,6.4,6.71,5.92
4851,foresee,makini-kinita,5.67,3.64,6.05
4852,foresight,"talino, agap",5.79,3.5,6.13
4853,forest,gubat,6.68,4.44,5.71
4854,forevermore,magpakailanman,6.48,4.3,5
4855,forfeit,pagkawala,3.68,4.74,4.43
4856,forge,"pandayin, maghuwad",5,4.16,5.55
4857,forger,"manghuhuwad, namemeke",3.95,5.05,4.71
4858,forgery,pamemeke,2.6,4.86,3.4
4859,forget,kalimutan,3.73,4.43,3.5
4860,forgetful,makakalimutin,3.59,4.45,4.45
4861,forgetfulness,pagkakamakalilimutin,3.8,4.55,4.19
4862,forgive,patawarin,7.06,3.62,6.44
4863,forgiveness,kapatawaran,6.86,4.04,6.26
4864,forgiving,mapagpatawad,6.74,3.95,6.45
4865,fork,tinidor,5.47,3.35,6.02
4866,forklift,forklift,4.74,4.17,5
4867,forlorn,"malungkot, pinabayaan",3.95,4.08,3.73
4868,form,"porma, anyo",5.64,3.85,6.47
4869,formal,pormal,5.37,4.48,5.61
4870,formaldehyde,pormalin,2.9,3.85,3.59
4871,formality,pormalidad,4.9,3.45,5.68
4872,format,pormat,5.19,2.73,4.81
4873,formation,pormasyon,5.58,4,5
4874,formidable,"nakatatakot, napakahirap",5.52,3.96,5.56
4875,formula,pormula,5.3,3.61,4.73
4876,formulate,bumalangkas,5.22,2.64,5.46
4877,fornicate,makipagtalik,4.67,5.43,5.62
4878,fornication,pakikipagtalik,5.95,6.65,6.59
4879,forsake,pabayaan,3.58,3.32,4.05
4880,forte,abilidad,5.7,3.57,6.42
4881,forthcoming,hinaharap,5.1,4.09,6
4882,forthright,prangka,6.3,3.43,5.8
4883,fortitude,kagitingin,6.26,4.59,6.75
4884,fortnight,dalawang linggo,5.5,3.05,5.56
4885,fortress,"muog, tanggulan",4.82,3.77,6.55
4886,fortuitous,"di-sinasadya, masuwerte",6.55,5.05,6.12
4887,fortunate,"mapalad, masuwerte",7.33,3.81,5.83
4888,fortune,"suwerte, yaman",7.24,5.8,6.68
4889,forty,apatnapo,5,3.32,5.89
4890,forum,talakayin,5.05,4.47,5.48
4891,forwarding,"ipinadadala, ipinauuna",5.23,3.73,6
4892,fossil,sinaunang labi,6,4.1,4.75
4893,foul,"maruni, mabaho, masama, bawal",3,4.09,4.11
4894,foundation,pundasyon,5.86,2.41,6.41
4895,founder,pundador,5.45,3.95,5.69
4896,founding,pagtatag ,5.42,2.75,5.36
4897,foundry,modehan,5.32,3.23,4.96
4898,fountain,bukal,6.26,3.1,5.9
4899,four,apat,5.26,3.39,5.65
4900,foursome,apatang tao,4.14,5.17,5.29
4901,fourteen,labing-apat,5.42,3.62,5.32
4902,fowl,labuyo,4.57,4.05,5.8
4903,fox,asong lobo,5.52,4.36,5.5
4904,foxhole,hukay para pagtaguan ng mga sundalo,5.35,5,5.1
4905,foxtrot,,5.83,5,5.54
4906,foxy,"tuso, mautak",6,4.75,5.3
4907,foyer,entrada ng bahay,5.95,3.55,5.54
4908,fraction,bahagi,5.21,3.95,5.09
4909,fracture,pilay,3.62,5.27,4.2
4910,fragile,"mahina, marupok",4.67,3.05,4
4911,fragment,piraso,4.59,3.55,4.8
4912,fragrance,"bango, halimuyak",6.67,4.72,6.56
4913,fragrant,"mabago, mahalimuyak",7.05,4.85,6
4914,frail,mahina,3.55,2.65,3.04
4915,frame,"kuwadro, balangkas",5.32,4.04,5.78
4916,framework,"freymwork, kayarian, balangkas",5.74,3.11,5.77
4917,franc,,5.21,3.71,5.12
4918,franchise,prangkisa,5,4.1,5.48
4919,frantic,"galit, balisa",3.79,5.39,3.59
4920,frat,"kapatiran, samahan",4.29,3.64,4.63
4921,fraternity,pagkakapatiran,4.89,4.64,5.41
4922,fraud,manlilinlang,2.05,5.18,3.48
4923,fraught,"tigib, lipos",2.94,4.32,4.05
4924,fray,"himulmol, nisnis",4.26,4.5,4.12
4925,frayed,"naghimulmol, nagnisnis",4.05,3.2,4.6
4926,freak,kakaiba,3.73,6.3,5.11
4927,freakish,nakakatakot,3.71,5.12,4.86
4928,freaky,kakaiba,4.26,6.05,4.21
4929,freckle,pekas,5.53,3.36,4.43
4930,free,malaya,8.25,5.38,6.5
4931,freebie,"libre, pamigay",7.3,6.1,6.05
4932,freedom,kalayaan,7.72,5.67,7.37
4933,freelance,malaya,6.05,4.2,6
4934,freelancer,malaya,5.89,4.05,5.96
4935,freeman,malaya,6.62,4.42,6.41
4936,freestyle,malayang galaw,6.42,5.45,6.26
4937,freeway,malawak na daanan,5.32,4.67,4.96
4938,freeze,magyelo,4.64,4,5.89
4939,freezer,palamigan,5.32,2.7,5.12
4940,freezing,nagyeyelo,3.33,5.84,4.16
4941,freight,"kargada, bagahe",4.21,3.78,4.8
4942,freighter,tagalulan ng bagahe,4.83,3.7,5.16
4943,french horn,french horn,5.95,4.05,5.83
4944,frenzy,pagkahibang,4.2,5.96,4
4945,frequency,"kadalasan, kalimitan",5.19,4.87,5.62
4946,frequent,"madala, malimit",5.57,4.05,5.88
4947,fresh,"sariwa, presko",6.67,2.35,6.28
4948,freshen,"pasariwain, manariwa",6.56,4.68,7.25
4949,freshener,pampapresko,5.71,4.17,6.19
4950,freshman,estudyanteng nasa unang taon,5.05,3.82,3.78
4951,freshness,kasariwaan,7.43,4.1,6.29
4952,freshwater,tubig-tabang,7.29,2.82,5.76
4953,fret,"mabalisa, mayamot",3.73,5.89,4.24
4954,friar,pari,5.2,3.26,5.62
4955,friction,"alitan, hidwaan",4,5.05,4.24
4956,fridge,pridyider,6.29,4.6,5.69
4957,fried,prito,5.82,4.09,6.05
4958,friend,kaibigan,6.79,4.29,6.31
4959,friendless,walang kaibigan,3.15,4.18,4.63
4960,friendly,palakaibigan,7.84,4.27,7.6
4961,friendship,pagkakaibigan,7.76,5.2,6.95
4962,fright,"sindak, takot",3.26,5,3.95
4963,frighten,manakot,2.95,4.85,2.71
4964,frightened,natakot,2.45,5.61,3.05
4965,frightening,nakakatakot,2.58,4.73,3.39
4966,frightful,katakot-takot,2.95,5.2,3.55
4967,frigid,malamig,3.77,3.87,5.61
4968,fringe,palawit,5.16,4.52,4.48
4969,frisbee,frisbee,6.35,3.33,6.14
4970,frisk,pagkapkap,4.8,6.6,4.83
4971,frisky,"masaya, masigla",6.57,6.05,6.23
4972,frivolous,hangal,4.65,4.22,4.27
4973,frock,damit-pantrabaho,4.67,4.48,4.71
4974,frog,palaka,5.84,4.07,5.5
4975,froggy,mapalaka,5.71,3.36,4.78
4976,frolic,nagsasaya,6.05,4.17,6.05
4977,frontal,pangharap,5.95,4.09,6
4978,frontier,"hangganan, larangan",6.53,3.95,4.32
4979,frostbite,,2.1,7.05,4
4980,frosted,prosted,6.6,3.92,5
4981,frosting,prosting,7.33,4.4,5.73
4982,frosty,mayelo,6.15,4.61,5
4983,frown,pagsimangot,3.35,3.61,4.95
4984,fruit,prutas,7,4.09,6.12
4985,fruit punch,fruit punch,6.95,4.75,5
4986,fruitcake,fruitcake,5.29,3.43,5.42
4987,fruitful,"mabunga, mabisa",7.11,4.14,6.91
4988,fruitless,walang ibnunga,2.95,3.25,3.59
4989,fruity,maprutas,6.71,5.26,6
4990,frustrated,bigo,2.55,5.4,3.85
4991,frustrating,nakakabigo,2.57,5.48,3.72
4992,frustration,pagkabigo,2.45,5.94,3.27
4993,fry,iprito,5.95,5,6.44
4994,fryer,prituhan,4.89,4.3,5.39
4995,fuchsia,fuchsia,5.14,3.78,5.72
4996,fuck,pagtatalik,5.23,7.14,5.47
4997,fucker,estupido,3.52,6.32,4.33
4998,fucking,pagtatalik,5.09,6.86,4.94
